twitter_author_id,title,full_text,sentiment,region,account_type,author,city,gender,hashtags,impact,impressions,tags,twitter_followers,twitter_following,twitter_tweets,reach_(new)
1.5062919982983619e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nyanza,individual,MOTARI25,Kisii,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,1350,#MamaMbogaMoment,1350,891,11304,562
1.0101752693642568e+18,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Rift Valley,individual,salom65556035,Nakuru,female,"#mamambogamoment, #hustlernation, #radico",24.0,5434,#MamaMbogaMoment,5434,4406,987,3246
35800862.0,"@ArapTilingi All these fake letters and documents from Azimio apparatchiks, targeting Kenya Kwanza politicians are starting to tell a story.\n\nWhy would they do this?\n\nBecause #MamaMbogaMoment is unstoppable\n\nhttps://t.co/VmDan8IbeD","@ArapTilingi All these fake letters and documents from Azimio apparatchiks, targeting Kenya Kwanza politicians are starting to tell a story. Why would they do this? Because #MamaMbogaMoment is unstoppable https://t.co/VmDan8IbeD",negative,Nairobi,individual,samo2beta,Nairobi,male,#mamambogamoment,3.5,622,#MamaMbogaMoment,337,1255,9319,0
2267336859.0,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,NgeiywoMartin,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,450,#MamaMbogaMoment,450,488,20065,0
1.333319417976017e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Anthonymulley,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,395,#MamaMbogaMoment,395,2340,2468,0
1.5302166566178447e+18,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nyanza,individual,Pk53534395,Kisumu,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,17,#MamaMbogaMoment,17,103,430,0
1157050422.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,mutumamurithi,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",17.2,4086,#MamaMbogaMoment,4086,4204,21233,2578
9.123256191570125e+17,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,NyandikoDickson,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,27,#MamaMbogaMoment,27,12,681,0
416986001.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,NjuruPK,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",3.4,2229,#MamaMbogaMoment,2229,971,21812,1373
1.46925626511736e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,MutethiaSilas,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,156,#MamaMbogaMoment,156,356,1751,0
1190978384.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,ItsSossion,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",6.0,2925,#MamaMbogaMoment,2925,2564,24354,1880
476563121.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,NDUGIREC,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,281,#MamaMbogaMoment,281,163,13910,0
9.133470022049014e+17,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,caleb_gachugu,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,498,#MamaMbogaMoment,498,537,1558,0
1.4793702496319324e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,ErickkChirchir2,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,1639,#MamaMbogaMoment,1639,1157,7646,858
9.805174982726042e+17,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,tylerkym254,Nairobi,female,"#mamambogamoment, #hustlernation, #radico",3.4,2232,#MamaMbogaMoment,2232,4948,11085,1375
1.376833278381015e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,kanamboo2,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",6.6,3152,#MamaMbogaMoment,3152,2449,2906,2029
8.35103019855405e+17,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,joe_clinch,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,819,#MamaMbogaMoment,819,699,6621,0
719705020.0,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Western Kenya,individual,musa_manza,Kakamega,male,"#mamambogamoment, #hustlernation, #radico",0.4,1725,#MamaMbogaMoment,1725,1902,31139,940
1.4637341564631613e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Rift Valley,individual,ShiiWanjiru6,Nanyuki,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,612,#MamaMbogaMoment,612,228,4327,0
3020280357.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,peterph_gichuhi,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,654,#MamaMbogaMoment,654,2181,29227,0
1.4674239580981903e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,j_fatuj3,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,14,#MamaMbogaMoment,14,37,198,0
3255314446.0,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,bravin_siwa,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",24.6,5616,#MamaMbogaMoment,5616,772,47295,3328
1.4544145628711895e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Coast,individual,Emperorkoffici1,Mombasa,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,439,#MamaMbogaMoment,439,2042,25,0
1.1876616393713746e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,amanofafrika,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,1182,#MamaMbogaMoment,1182,1175,955,371
564665735.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,FredKiptanui,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,283,#MamaMbogaMoment,283,1198,2973,0
9.362243400723907e+17,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,kentungaz,Nairobi,female,"#mamambogamoment, #hustlernation, #radico",19.6,4347,#MamaMbogaMoment,4347,4283,2321,2717
1.5130841942216663e+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,OOtenge,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",5.0,2599,#MamaMbogaMoment,2599,5001,5092,1653
4600570889.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,ondoro_erickson,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,43,#MamaMbogaMoment,43,110,26,0
1.4221629423054438e+18,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,k_yovinne,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,62,#MamaMbogaMoment,62,460,2102,0
2528267698.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,WangalwaTony,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0.0,550,#MamaMbogaMoment,550,1687,1127,0
466305692.0,RT @OleItumbi Wanguru has DECIDED!\n\nKIRINYAGA has DECIDED!\n\nThat the next President is William Ruto\n\n#HustlerNation #Radico\n\n#MamaMbogaMoment https://t.co/XyKAJR4rOv,RT @OleItumbi Wanguru has DECIDED! KIRINYAGA has DECIDED! That the next President is William Ruto #HustlerNation #Radico #MamaMbogaMoment https://t.co/XyKAJR4rOv,neutral,Nairobi,individual,kurezqibbz,Nairobi,prefer not to say,"#hustlernation, #radico, #mamambogamoment",0.0,1235,#MamaMbogaMoment,1235,2211,2785,433
366300522.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Charlie_Popeye,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",25.3,5826,#MamaMbogaMoment,5826,4976,55766,3420
366300522.0,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,Charlie_Popeye,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",25.3,5826,#MamaMbogaMoment,5826,4976,55765,3420
9.542510917719081e+17,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,kelvin_mwebia,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",1.3,1848,#MamaMbogaMoment,1848,1366,23158,1052
1.4532328404564787e+18,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,_SirEric_,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,58,#MamaMbogaMoment,58,68,1972,0
2719480965.0,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Rift Valley,individual,Its_Chemwotei,Kitale,male,"#mamambogamoment, #hustlernation, #radico",0.0,1175,#MamaMbogaMoment,1175,4616,1065,363
1.150123559731286e+18,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Nairobi,individual,Jumabonny711,Nairobi,prefer not to say,"#mamambogamoment, #hustlernation, #radico",4.6,2492,#MamaMbogaMoment,2492,3372,11473,1575
1172339870.0,RT @OleItumbi I am taking a 36 Hours break from Social Media. \n\nReason: It is so CLASSIFIED@\n\nPlease keep the #MamaMbogaMoment moving.\n\n#HustlerNation is #Radico\n\nXXXXXX\n\nAlso keep subscribing to HNIB News Service  by Sending 1 to 23253..( cost: 3 bob)\n\nAsanteni for all those who have joined,RT @OleItumbi I am taking a 36 Hours break from Social Media. Reason: It is so CLASSIFIED@ Please keep the #MamaMbogaMoment moving. #HustlerNation is #Radico XXXXXX Also keep subscribing to HNIB News Service by Sending 1 to 23253..( cost: 3 bob) Asanteni for all those who have joined,neutral,Rift Valley,individual,Kibet75Bett,Eldoret,prefer not to say,"#mamambogamoment, #hustlernation, #radico",0.0,771,#MamaMbogaMoment,771,1480,30025,0
