twitter_author_id,title,full_text,sentiment,region,account_type,author,city,gender,hashtags,impact,impressions,mentioned_authors,tags,twitter_followers,twitter_following,twitter_tweets,reach_(new)
2812509091,RT @OleItumbi Wanguru has DECIDED!\n\nKIRINYAGA has DECIDED!\n\nThat the next President is William Ruto\n\n#HustlerNation #Radico\n\n#MamaMbogaMoment https://t.co/XyKAJR4rOv,RT @OleItumbi Wanguru has DECIDED! KIRINYAGA has DECIDED! That the next President is William Ruto #HustlerNation #Radico #MamaMbogaMoment https://t.co/XyKAJR4rOv,neutral,Nairobi,individual,bworinaisa,Nairobi,male,"#hustlernation, #radico, #mamambogamoment",0,1073,,#MamaMbogaMoment,1073,4025,8853,238
1650677138,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,iam_JVLEO,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",35.8,13464,"@williamsruto, @railaodinga",#MamaMbogaMoment,13464,8216,39710,5909
1.48E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,MastonKim1,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0.7,1764,"@williamsruto, @railaodinga",#MamaMbogaMoment,1764,2503,8712,976
3300351310,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,awanyoike3,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,1104,"@williamsruto, @railaodinga",#MamaMbogaMoment,1104,1416,69371,277
9.39E+17,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Eastern Kenya,individual,itswaweruwamiti,Meru,unknown,"#mamambogamoment, #hustlernation, #radico",0,162,"@williamsruto, @railaodinga",#MamaMbogaMoment,162,369,3584,0
1.49E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,KirwaNickson2,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0,85,"@williamsruto, @railaodinga",#MamaMbogaMoment,85,192,312,0
92214434,RT @OleItumbi Wanguru has DECIDED!\n\nKIRINYAGA has DECIDED!\n\nThat the next President is William Ruto\n\n#HustlerNation #Radico\n\n#MamaMbogaMoment https://t.co/XyKAJR4rOv,RT @OleItumbi Wanguru has DECIDED! KIRINYAGA has DECIDED! That the next President is William Ruto #HustlerNation #Radico #MamaMbogaMoment https://t.co/XyKAJR4rOv,neutral,Nairobi,individual,Felah88,Nairobi,male,"#hustlernation, #radico, #mamambogamoment",0,682,,#MamaMbogaMoment,682,2118,2538,0
8.97E+17,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,OpyMoturi,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,85,"@williamsruto, @railaodinga",#MamaMbogaMoment,85,222,1799,0
1.11E+18,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,Tonypaneah,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,671,@williamsruto,#MamaMbogaMoment,671,468,6456,0
3430248934,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,DjMicSultan,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,333,@williamsruto,#MamaMbogaMoment,333,2603,1230,0
3430248934,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,DjMicSultan,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,333,"@williamsruto, @railaodinga",#MamaMbogaMoment,333,2603,1229,0
92214434,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Felah88,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0,682,"@williamsruto, @railaodinga",#MamaMbogaMoment,682,2118,2534,0
1.44E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,JrChelimo,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,899,"@williamsruto, @railaodinga",#MamaMbogaMoment,899,4966,2379,7
99850898,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,alliontoyota,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0,160,@williamsruto,#MamaMbogaMoment,160,800,6077,0
465511753,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,SiboyiAnganah,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,571,"@williamsruto, @railaodinga",#MamaMbogaMoment,571,298,3735,0
1.04E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Joshua44538122,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0,69,"@williamsruto, @railaodinga",#MamaMbogaMoment,69,460,170,0
1670683963,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,sammy_macharia,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",0,1456,"@williamsruto, @railaodinga",#MamaMbogaMoment,1456,1858,36240,675
99850898,RT @OleItumbi Wanguru has DECIDED!\n\nKIRINYAGA has DECIDED!\n\nThat the next President is William Ruto\n\n#HustlerNation #Radico\n\n#MamaMbogaMoment https://t.co/XyKAJR4rOv,RT @OleItumbi Wanguru has DECIDED! KIRINYAGA has DECIDED! That the next President is William Ruto #HustlerNation #Radico #MamaMbogaMoment https://t.co/XyKAJR4rOv,neutral,Nairobi,individual,alliontoyota,Nairobi,male,"#hustlernation, #radico, #mamambogamoment",0,160,,#MamaMbogaMoment,160,800,6072,0
460178620,"@EtalePhilip Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMom","@EtalePhilip Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMom",neutral,Nairobi,organisational,GunnerAfrican,Nairobi,,"#mamambogamoment, #hustlernation, #radico",30.1,7047,"@williamsruto, @railaodinga",#MamaMbogaMoment,3566,472,87126,3695
243769015,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,TheBryo,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",34.8,12170,"@williamsruto, @railaodinga",#MamaMbogaMoment,12170,8698,122407,5566
2547292226,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,AraapChomu,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,590,@williamsruto,#MamaMbogaMoment,590,561,3173,0
1.24E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Omolloooo,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",2.5,2066,"@williamsruto, @railaodinga",#MamaMbogaMoment,2066,1631,22047,1240
460178620,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,organisational,GunnerAfrican,Nairobi,,"#mamambogamoment, #hustlernation, #radico",7.6,3566,"@williamsruto, @railaodinga",#MamaMbogaMoment,3566,472,87124,2283
203825001,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,HARRYGENIUS_,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",3.7,2292,"@williamsruto, @railaodinga",#MamaMbogaMoment,2292,623,111754,1423
1725853778,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,gibun_gitonga,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,61,"@williamsruto, @railaodinga",#MamaMbogaMoment,61,493,141,0
1.28E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,peter_warrior7,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",2.1,1989,"@williamsruto, @railaodinga",#MamaMbogaMoment,1989,928,2469,1175
1.50E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Rift Valley,individual,ombatikevin300,Eldoret,unknown,"#mamambogamoment, #hustlernation, #radico",0,124,"@williamsruto, @railaodinga",#MamaMbogaMoment,124,529,96,0
3315158973,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,kimutaiken_,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",5.2,2661,"@williamsruto, @railaodinga",#MamaMbogaMoment,2661,2589,5913,1698
1.23E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Badcard4,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,312,"@williamsruto, @railaodinga",#MamaMbogaMoment,312,840,1573,0
2196955977,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,KeynesSamai,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",3.8,2324,"@williamsruto, @railaodinga",#MamaMbogaMoment,2324,1986,3616,1448
1.45E+18,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Emmanue01300810,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,8,"@williamsruto, @railaodinga",#MamaMbogaMoment,8,38,154,0
1.49E+18,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,KirwaNickson2,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,85,@williamsruto,#MamaMbogaMoment,85,192,309,0
101685951,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,keteralvin,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",3.2,2197,"@williamsruto, @railaodinga",#MamaMbogaMoment,2197,1574,9274,1347
1969017410,"RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","RT @OleItumbi Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,Ericmwa,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0,366,"@williamsruto, @railaodinga",#MamaMbogaMoment,366,1407,5919,0
68382599,"Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX","Dp @WilliamsRuto to @RailaOdinga: Be content with uprooting the Railway, must you also bring down my Billboard in Kisumu?? Do not go the petty way, of bringing down billboards, face up your competition with ideas and strategies. #MamaMbogaMoment #HustlerNation #Radico https://t.co/9jgtl5trzX",neutral,Nairobi,individual,OleItumbi,Nairobi,male,"#mamambogamoment, #hustlernation, #radico",95.6,2415704,"@williamsruto, @railaodinga",#MamaMbogaMoment,1649324,8246,57618,577503
9.53E+17,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,MrBiwott,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",0.9,1796,@williamsruto,#MamaMbogaMoment,1796,301,109318,1005
460178620,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,organisational,GunnerAfrican,Nairobi,,"#mamambogamoment, #hustlernation, #radico",7.6,3566,@williamsruto,#MamaMbogaMoment,3566,472,87123,2283
9.54E+17,"RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0","RT @OleItumbi KAGIO - The town the La Mada PS calls home, has DECIDED! Kirinyaga County,My home County, has DECIDED! That @WilliamsRuto is the next President! PS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi! #MamaMbogaMoment #HustlerNation #Radico https://t.co/GDOzOmPkO0",neutral,Nairobi,individual,kelvin_mwebia,Nairobi,unknown,"#mamambogamoment, #hustlernation, #radico",1.2,1844,@williamsruto,#MamaMbogaMoment,1844,1366,23118,1048
